,hotelname,score,title,review
134,Royal Plaza on Scotts,8.0,Very Good,Bedsheets were a little dirty and tv didn't really have any programs for kids but besides that everything else were great. Still did enjoy our stay thanks. Staff were great Stayed in March 2022
135,Royal Plaza on Scotts,9.0,“ great ”,"the only minus point is the pool & gym under going upgrading. and no make-up of room. and they didn’t even top up the bottled water, toiletries & coffee capsules through out my stay for 3days 2nights. instead i have to call in to ask for all those items. everything was a breeze Stayed in February 2022"
136,Royal Plaza on Scotts,8.0,“ very pleasant stay on the whole ”,"It will be great if the link from the multi-storey carpark to the hotel at level 5 can be open or at the back of level one instead of walking one big round to the hotel entrance. If it is raining it will be worse. I think the breakfast spread and quality of food can be further improved. I like the spacious room and the service of the staff Stayed in February 2022"
137,Royal Plaza on Scotts,7.0,“ Good hotel in close proximity of Orchard Road ”,"Room rate came with breakfast but this was neither 5-star nor Singapore like. Variety of food was given but it all looked like counted (only small baskets or plates, often empty). Great location in walking distance to Orchard Road and ION Orchard. Well maintained, clean hotel. We had a specious room (Executive Suite), with a bedroom and separate living room. Suite overall was good and came with complimentary minibar. Staff typical Singapore, kind and supportive. Stayed in February 2020"
138,Royal Plaza on Scotts,8.0,Very Good,"Check in took quite a long time cos room wasnt ready. Location, clean room, strong wifi comfortable bed, morning breakfast spread. Stayed in March 2020"
139,Royal Plaza on Scotts,8.3,Very Good,Loved the bed...slept well... Stayed in March 2020
140,Royal Plaza on Scotts,9.0,“ Great hotel for its price & location ”,Nothing We liked the location and their facilities. Access to the Executive Lounge was a good plus to our rate. Stayed in March 2020
141,Royal Plaza on Scotts,9.0,“ Good tourist hotel but meals limited for Westerners. ”,"No Bacon. No proper milk for tea in room. All meals were limited as far as my western palate was concerned. View from room was over rooftops and air-con units. As soon as I stepped in the door forehead temperature check every time and for each meal as well. The area around the hotel felt safe and secure. Staff always available to help and got and did things instead of why they couldn't do them. Local bus service was good. Tour Big Bus company ran a good outfit in this city.  Also a thriving city only minutes away.Room had iron and board, hair drier. Staff in all departments seemed customer focussed. At meal time places were cleared immeadiatly and cleaned  swept down. Stayed in March 2020"
142,Royal Plaza on Scotts,9.0,“ Nice stay in Orchard ”,"The rooms generally don't have any view but that's to be expected given the location in the heart of Orchard. Located very near to the main strip on Orchard road and is only a few minutes walk over to Ion, Tangs and the MRT station.
Staff were efficient and attended to needs when requested.
The standard room was larger than what you'd find in Singapore (aside from serviced apartments). Stayed in March 2020"
143,Royal Plaza on Scotts,8.3,“ Nice comfy bedroom ”,Fridge doesn’t seems to be cold enough Location Stayed in March 2020
144,Royal Plaza on Scotts,8.0,“ A nice hotel in a great location just minutes away from the MRT ”,"For the price I was expecting the room to be a little bigger, but I guess its the norm for Singapore. The staff were friendly and courteous, I had my temperature checked at least once a day but it was always done in a friendly manner. Free use of desktop computers in the lobby area was also a bonus. Stayed in February 2020"
145,Grand Copthorne Waterfront,8.0,“ The beautiful Singapore River and restaurants at your doorstep ”,The location wasn't convenient to public transport. Paul from concierge was supremely helpful booking us taxis and advising where the best food places were. The breakfast each morning was nicely varied and delicious. Rooms are well cleaned and maintained each day. Stayed in July 2022
146,Grand Copthorne Waterfront,7.0,“ In earlier years the hotel was better! ”,"Time slot booking for breakfast
Expensive surcharge for early check-in which was requested before Friendly staff Stayed in July 2022"
147,Grand Copthorne Waterfront,7.0,“ in general I can say the hotel is ok just for staying but not comfortable to use hotel facilities ”,"my bathroom was not well clean, swimming pool was small and gym facilities were old my room were not well clean by the time i stayed, swimming pool was small and gym facilities were very old and hotel lobby was so small. location was ok. breakfast is good. Stayed in July 2022"
148,Grand Copthorne Waterfront,8.0,Very Good,"Room carpet was smelly 
pool side bar is closed
lights button was not working ambiance was good 👍🏻 Stayed in July 2022"
149,Grand Copthorne Waterfront,8.0,"“ very all i love it but need to open pool more than 10 pm , ”","Air con very cool ., very love  it ........ ...........         water is good very strong flow water. ,    very   love it ,, staff services very slow , after check in no staff issue the wrong invoice that very take time since we give the information in advance 3 days before still wrong, bath hub cannot used. Stayed in July 2022"
150,Grand Copthorne Waterfront,7.0,“ ok ”,The room was not commensurate to the value charged. The hotel was beautiful and clean. Stayed in July 2022
151,Grand Copthorne Waterfront,8.0,“ Hotel nice beds & linen views are very nice. I  am annoyed the price given does not include ++ taxes ”,"The false cost, not clear. The ++ on rate sold did not include this while it should have. Cost over $100 more. Booking,com should ensure the full real cost is quoted.... Room, pillows and bed are comfortable.
 Very nice views of the city. Stayed in July 2022"
152,Grand Copthorne Waterfront,8.0,“ Excellent service. ”,Nil No bf Stayed in June 2022
153,Grand Copthorne Waterfront,7.0,“ Value for money provided you are able to book economically ”,"Breakfast is in a very small area considering the no if guests. Food quality can be improved. Massive hotel and busy all the times. Seems to be a popular choice for group travelers. Clean, efficient and front desk staff are helpful Stayed in July 2022"
154,Grand Copthorne Waterfront,8.0,Very Good,"Perhaps, in room dining option is to be reviewed. Hehe... Overall, exceeding expectations, especially in terms of value for money. Location, cleanliness, service quality, facilities.It meets all basic requirements, especially if you travel for work. And facilities are considered quite well maintained. Location is reasonably convenient, where you get a really nearby bus stop, and just few stop to an mrt station. Stayed in July 2022"
155,Grand Copthorne Waterfront,6.0,“ I would come again ”,misunderstandings was quite often. waiting time on arrival for room was to long. general if any questions waiting time was long for simple questions and answers. the river restaurant and the staff was awesome Stayed in July 2022
156,Grand Copthorne Waterfront,8.0,“ this was a repeat stay.....will be back ”,however room service staff and operator needs more training. was told by telephone operator that there is no refreidgerator in the rooms..... actually there was near the writing table.. also some of the room delivery staff do not speak english which is a problem. plug points on the wall are 3 pin with child lock. very difficult to use a 2 pin plug unless there is a adaptor. water did not drain well in the wash basin. pillows are too high. excellent location and breakfast. very friendly and helpfull staff. beautiful seating on the river front with food and drink service. comfortable rooms. Stayed in July 2022
